11/01/17,91480000,86403696,91500000,85962096,0.72K,5.88%;;;;
11/02/17,96201104,91498896,99976496,91498896,1.20K,5.16%;;;;
11/03/17,98297000,96201104,100000000,96000000,0.78K,2.18%;;;;
11/04/17,99417400,98297000,99999904,96300000,0.55K,1.14%;;;;
11/05/17,100200096,99417400,101925000,98750000,0.44K,0.79%;;;;
11/06/17,98000200,100200096,101000096,98000000,0.59K,-2.20%;;;;
11/07/17,98499904,98099000,99999000,97099696,0.46K,0.51%;;;;
11/08/17,101248200,98499904,104749696,98392096,0.91K,2.79%;;;;
11/09/17,98549000,100000000,100000000,98488000,0.66K,-2.67%;;;;
11/10/17,91000096,98549000,99760896,91000000,1.10K,-7.66%;;;;
11/11/17,88009504,91060000,95749000,86102600,0.99K,-3.29%;;;;
11/12/17,84000496,88009104,94999904,74000096,2.16K,-4.56%;;;;
11/13/17,91400496,84598400,94800000,82732800,1.27K,8.81%;;;;
11/14/17,92449904,91400896,93300000,91100000,0.50K,1.15%;;;;
11/15/17,99141600,92400600,99999200,92383296,1.20K,7.24%;;;;
11/16/17,105556496,99141600,105765200,98501000,1.41K,6.47%;;;;
11/17/17,103987504,105358304,108000000,101800000,1.42K,-1.49%;;;;
11/18/17,104009904,103987504,104370000,99069400,0.65K,0.02%;;;;
11/19/17,105799904,104009904,106092304,102500000,0.49K,1.72%;;;;
11/20/17,108400096,106000000,108998000,105334704,0.77K,2.46%;;;;
11/21/17,107649904,108400096,108998496,104800000,0.83K,-0.69%;;;;
11/22/17,109000704,107649904,110000000,107536000,0.66K,1.25%;;;;
11/23/17,108750096,109000704,109599000,108000000,0.79K,-0.23%;;;;
11/24/17,111199904,108750000,115610496,107875000,1.19K,2.25%;;;;
11/25/17,118000000,111200000,118000000,111050000,0.63K,6.12%;;;;
11/26/17,128800000,118000000,129699000,117999904,0.83K,9.15%;;;;
11/27/17,134849904,128889904,134990000,128598800,0.92K,4.70%;;;;
11/28/17,144939504,134849904,145401104,134849904,0.97K,7.48%;;;;
11/29/17,148900000,144939904,163770096,144786096,2.14K,2.73%;;;;
11/30/17,150999104,149988000,159800000,138100800,1.59K,1.41%;;;;
12/01/17,156100400,150999904,156499504,142599104,0.75K,3.38%;;;;
12/02/17,157800192,156104000,159400000,155500000,0.65K,1.09%;;;;
12/03/17,160900304,157800192,163000000,155517296,0.80K,1.96%;;;;
12/04/17,162301408,160997792,162403296,159000800,0.52K,0.87%;;;;
12/05/17,169300000,162500000,169800000,161704992,0.82K,4.31%;;;;
12/06/17,218681104,169300000,219890592,169299808,1.27K,29.17%;;;;
12/07/17,292000000,218752304,295900000,209000000,2.19K,33.53%;;;;
12/08/17,254700704,291999904,294999296,230000000,1.98K,-12.77%;;;;
12/09/17,238210000,254700000,265000000,210000608,1.12K,-6.47%;;;;
12/10/17,242260400,238805904,260739008,201001792,1.88K,1.70%;;;;
