date,price,open,high,low,vol,change
02/05/19,482000,480000,486000,472000,0.52K,0.42%
02/06/19,466000,483000,484000,459000,0.59K,-3.32%
02/07/19,464000,466000,478000,462000,0.29K,-0.43%
02/08/19,596000,464000,601000,464000,5.91K,28.45%
02/09/19,604000,596000,637000,577000,4.08K,1.34%
02/10/19,638000,604000,647000,575000,2.11K,5.63%
02/11/19,593000,638000,638000,587000,2.35K,-7.05%
02/12/19,606000,593000,610000,585000,1.07K,2.19%
02/13/19,584000,603000,619000,580000,1.22K,-3.63%
02/14/19,585000,584000,598000,577000,0.81K,0.17%
02/15/19,596000,585000,617000,581000,1.64K,1.88%
02/16/19,612000,596000,617000,595000,1.03K,2.68%
02/17/19,616000,612000,625000,601000,1.20K,0.65%
02/18/19,660000,616000,680000,615000,1.87K,7.14%
02/19/19,647000,660000,674000,647000,0.90K,-1.97%
02/20/19,707000,647000,712000,636000,1.44K,9.27%
02/21/19,674000,707000,707000,665000,0.87K,-4.67%
02/22/19,695000,678000,695000,676000,0.63K,3.12%
02/23/19,722000,695000,731000,686000,1.12K,3.88%
02/24/19,628000,722000,748000,608000,2.36K,-13.02%
02/25/19,651000,628000,669000,624000,0.69K,3.66%
02/26/19,642000,651000,658000,632000,0.84K,-1.38%
02/27/19,645000,642000,650000,625000,0.54K,0.47%
02/28/19,647000,645000,665000,642000,0.98K,0.31%
03/01/19,675000,647000,697000,646000,1.11K,4.33%
03/02/19,693000,675000,705000,675000,1.31K,2.67%
03/03/19,682000,693000,697000,678000,0.96K,-1.59%
03/04/19,661000,682000,688000,650000,0.47K,-3.08%
03/05/19,742000,661000,754000,654000,2.22K,12.25%
03/06/19,784000,742000,806000,732000,3.56K,5.66%
03/07/19,807000,784000,831000,770000,3.15K,2.93%
03/08/19,796000,807000,813000,791000,0.88K,-1.36%
03/09/19,823000,796000,840000,796000,0.89K,3.39%
03/10/19,820000,823000,826000,802000,0.69K,-0.36%
03/11/19,789000,820000,826000,781000,0.62K,-3.78%
03/12/19,814000,789000,815000,756000,0.86K,3.17%
03/13/19,800000,814000,816000,787000,0.75K,-1.72%
03/14/19,808000,799000,827000,784000,0.85K,1.00%
03/15/19,838000,808000,839000,805000,0.44K,3.71%
03/16/19,864000,838000,880000,838000,1.58K,3.10%
03/17/19,855000,864000,870000,850000,0.35K,-1.04%
03/18/19,850000,855000,883000,841000,0.74K,-0.58%
03/19/19,853000,850000,860000,845000,0.50K,0.35%
03/20/19,856000,848000,864000,825000,0.55K,0.35%
03/21/19,843000,856000,863000,830000,1.03K,-1.52%
03/22/19,856000,843000,860000,830000,1.14K,1.54%
03/23/19,873000,860000,881000,850000,0.57K,1.99%
03/24/19,853000,870000,871000,850000,0.40K,-2.29%
03/25/19,848000,853000,869000,840000,0.70K,-0.59%
03/26/19,839000,846000,854000,834000,0.45K,-1.06%
03/27/19,872000,839000,873000,839000,1.28K,3.93%
03/28/19,861000,872000,872000,846000,0.92K,-1.26%
03/29/19,870000,861000,870000,855000,0.57K,1.05%
03/30/19,864000,870000,871000,858000,0.35K,-0.69%
03/31/19,861000,864000,864000,855000,0.17K,-0.35%
04/01/19,863000,861000,868000,859000,0.33K,0.23%
04/02/19,1088000,863000,1100000,863000,2.50K,26.07%
04/03/19,1198000,1088000,1350000,1072000,2.06K,10.11%
04/04/19,1201000,1198000,1254000,1150000,1.42K,0.25%
04/05/19,1256000,1214000,1280000,1200000,0.43K,4.58%
04/06/19,1321000,1256000,1380000,1225000,0.78K,5.18%
04/07/19,1313000,1321000,1371000,1300000,0.98K,-0.61%
04/08/19,1296000,1313000,1348000,1255000,1.13K,-1.29%
04/09/19,1249000,1296000,1296000,1230000,0.56K,-3.63%
04/10/19,1265000,1249000,1290000,1249000,0.40K,1.28%
04/11/19,1145000,1269000,1275000,1100000,0.86K,-9.49%
04/12/19,1139000,1145000,1188000,1095000,0.77K,-0.52%
04/13/19,1135000,1139000,1185000,1113000,0.20K,-0.35%
04/14/19,1208000,1135000,1209000,1108000,0.37K,6.43%
04/15/19,1142000,1208000,1220000,1100000,0.89K,-5.46%
04/16/19,1155000,1142000,1175000,1124000,0.44K,1.14%
04/17/19,1135000,1155000,1169000,1126000,0.21K,-1.73%
04/18/19,1155000,1139000,1190000,1135000,0.94K,1.76%
04/19/19,1180000,1155000,1190000,1148000,0.76K,2.16%
04/20/19,1175000,1180000,1189000,1156000,0.33K,-0.42%
04/21/19,1112000,1175000,1176000,1070000,0.51K,-5.36%
04/22/19,1108000,1112000,1137000,1096000,0.52K,-0.36%
04/23/19,1081000,1108000,1143000,1080000,0.80K,-2.44%
04/24/19,1080000,1081000,1092000,1035000,1.33K,-0.09%
04/25/19,1037000,1080000,1100000,1031000,1.11K,-3.98%
04/26/19,1058000,1038000,1080000,1021000,1.07K,2.03%
04/27/19,1039000,1058000,1058000,1038000,0.23K,-1.80%
04/28/19,995000,1039000,1044000,984000,0.77K,-4.23%
04/29/19,971000,995000,1004000,958000,0.38K,-2.41%
04/30/19,1053000,975000,1054000,975000,0.70K,8.44%
05/01/19,1047000,1053000,1068000,1020000,0.34K,-0.57%
05/02/19,1046000,1047000,1053000,1032000,0.24K,-0.10%
05/03/19,1099000,1046000,1125000,1032000,0.69K,5.07%
05/04/19,1085000,1103000,1139000,1059000,0.36K,-1.27%
05/05/19,1068000,1085000,1095000,1064000,0.23K,-1.57%
05/06/19,1073000,1068000,1092000,1032000,0.65K,0.47%
05/07/19,1071000,1073000,1114000,1060000,0.81K,-0.19%
05/08/19,1056000,1071000,1074000,1043000,0.37K,-1.40%
05/09/19,1054000,1056000,1081000,1044000,0.62K,-0.19%
05/10/19,1112000,1054000,1138000,1045000,0.99K,5.50%
05/11/19,1275000,1115000,1354000,1115000,2.07K,14.66%
05/12/19,1225000,1270000,1341000,1210000,1.43K,-3.92%
05/13/19,1262000,1225000,1330000,1212000,1.73K,3.02%
05/14/19,1330000,1262000,1348000,1258000,2.43K,5.39%
05/15/19,1485000,1330000,1498000,1310000,3.43K,11.65%
05/16/19,1402000,1485000,1538000,1350000,2.68K,-5.59%
05/17/19,1318000,1402000,1433000,1250000,2.24K,-5.99%
05/18/19,1298000,1320000,1329000,1274000,1.18K,-1.52%
05/19/19,1378000,1298000,1398000,1292000,1.50K,6.16%
05/20/19,1330000,1378000,1387000,1307000,0.99K,-3.48%
05/21/19,1341000,1330000,1369000,1327000,1.44K,0.83%
05/22/19,1305000,1341000,1367000,1303000,2.04K,-2.68%
05/23/19,1310000,1305000,1324000,1272000,1.30K,0.38%
05/24/19,1464000,1310000,1495000,1290000,3.79K,11.76%
05/25/19,1480000,1464000,1515000,1440000,1.94K,1.09%
05/26/19,1595000,1480000,1600000,1440000,1.39K,7.77%
05/27/19,1661000,1599000,1714000,1599000,2.72K,4.14%
05/28/19,1645000,1661000,1684000,1610000,0.77K,-0.96%
05/29/19,1667000,1645000,1709000,1610000,1.07K,1.34%
05/30/19,1618000,1667000,1724000,1560000,2.78K,-2.94%
05/31/19,1680000,1618000,1680000,1552000,1.08K,3.83%
06/01/19,1635000,1678000,1689000,1629000,0.63K,-2.68%
06/02/19,1653000,1635000,1673000,1630000,0.95K,1.10%
06/03/19,1590000,1653000,1679000,1573000,0.64K,-3.81%
06/04/19,1517000,1590000,1590000,1486000,0.69K,-4.59%
06/05/19,1556000,1517000,1570000,1501000,0.62K,2.57%
06/06/19,1663000,1556000,1677000,1515000,0.60K,6.88%
06/07/19,1696000,1659000,1749000,1627000,1.80K,1.98%
06/08/19,1713000,1696000,1728000,1661000,0.73K,1.00%
06/09/19,1695000,1713000,1720000,1660000,1.07K,-1.05%
06/10/19,1904000,1695000,1906000,1680000,2.07K,12.33%
06/11/19,1992000,1906000,2030000,1839000,2.16K,4.62%
06/12/19,1941000,1993000,2080000,1900000,2.81K,-2.56%
06/13/19,1885000,1941000,1974000,1860000,1.93K,-2.89%
06/14/19,1902000,1885000,1915000,1818000,1.29K,0.90%
06/15/19,1949000,1902000,1974000,1902000,1.20K,2.47%
06/16/19,1932000,1949000,1953000,1886000,1.58K,-0.87%
06/17/19,1891000,1932000,1955000,1880000,1.17K,-2.12%
06/18/19,1924000,1891000,1940000,1842000,1.63K,1.75%
06/19/19,1944000,1924000,2000000,1910000,1.93K,1.04%
06/20/19,1934000,1944000,1955000,1905000,1.32K,-0.51%
06/21/19,1964000,1934000,1999000,1933000,1.27K,1.55%
06/22/19,2023000,1964000,2100000,1963000,2.62K,3.00%
06/23/19,1955000,2023000,2035000,1950000,1.09K,-3.36%
06/24/19,1943000,1955000,1961000,1915000,1.32K,-0.61%
06/25/19,1946000,1942000,1986000,1900000,1.64K,0.15%
06/26/19,1943000,1946000,1998000,1900000,2.92K,-0.15%
06/27/19,1667000,1943000,1943000,1607000,2.91K,-14.20%
06/28/19,1730000,1667000,1753000,1630000,1.31K,3.78%
06/29/19,1929000,1730000,1965000,1693000,2.47K,11.50%
06/30/19,1798000,1929000,1963000,1755000,2.59K,-6.79%
07/01/19,1799000,1806000,1862000,1673000,1.35K,0.06%
07/02/19,1703000,1798000,1807000,1650000,1.30K,-5.34%
07/03/19,1725000,1703000,1778000,1684000,1.39K,1.29%
07/04/19,1720000,1725000,1787000,1687000,1.55K,-0.29%
07/05/19,1724000,1720000,1749000,1692000,0.93K,0.23%
07/06/19,1717000,1724000,1752000,1703000,1.11K,-0.41%
07/07/19,1715000,1717000,1727000,1700000,0.71K,-0.12%
07/08/19,1737000,1716000,1748000,1700000,1.41K,1.28%
07/09/19,1685000,1737000,1739000,1672000,1.29K,-2.99%
07/10/19,1552000,1685000,1690000,1470000,1.90K,-7.89%
07/11/19,1479000,1558000,1559000,1401000,1.29K,-4.70%
07/12/19,1519000,1490000,1530000,1475000,0.87K,2.70%
07/13/19,1460000,1519000,1519000,1436000,0.91K,-3.88%
07/14/19,1291000,1458000,1470000,1265000,2.05K,-11.58%
07/15/19,1294000,1291000,1335000,1215000,1.69K,0.23%
07/16/19,1149000,1294000,1320000,1100000,1.40K,-11.21%
07/17/19,1289000,1149000,1346000,1100000,2.90K,12.18%
07/18/19,1402000,1289000,1461000,1243000,2.08K,8.77%
07/19/19,1378000,1402000,1415000,1337000,1.28K,-1.71%
07/20/19,1401000,1378000,1467000,1371000,2.08K,1.67%
07/21/19,1408000,1401000,1424000,1353000,0.71K,0.50%
07/22/19,1354000,1408000,1413000,1310000,1.46K,-3.84%
07/23/19,1300000,1349000,1354000,1274000,0.75K,-3.99%
07/24/19,1355000,1300000,1397000,1263000,1.22K,4.23%
07/25/19,1341000,1355000,1387000,1330000,0.78K,-1.03%
07/26/19,1341000,1341000,1354000,1301000,0.52K,0.00%
07/27/19,1280000,1341000,1355000,1262000,0.86K,-4.55%
07/28/19,1297000,1289000,1302000,1240000,0.44K,1.33%
07/29/19,1293000,1297000,1315000,1270000,0.63K,-0.31%
07/30/19,1283000,1293000,1319000,1271000,0.66K,-0.77%
07/31/19,1399000,1283000,1414000,1283000,1.48K,9.04%
08/01/19,1390000,1400000,1417000,1351000,1.77K,-0.64%
08/02/19,1340000,1390000,1392000,1317000,1.59K,-3.60%
08/03/19,1320000,1340000,1364000,1320000,0.90K,-1.49%
08/04/19,1299000,1323000,1332000,1275000,1.07K,-1.59%
08/05/19,1341000,1299000,1459000,1299000,4.10K,3.23%
08/06/19,1339000,1341000,1379000,1300000,2.40K,-0.15%
08/07/19,1284000,1339000,1339000,1262000,1.35K,-4.11%
08/08/19,1281000,1283000,1298000,1255000,1.08K,-0.23%
08/09/19,1191000,1281000,1281000,1180000,2.13K,-7.03%
08/10/19,1229000,1191000,1249000,1183000,1.21K,3.19%
08/11/19,1278000,1229000,1310000,1228000,1.07K,3.99%
08/12/19,1232000,1278000,1280000,1231000,0.48K,-3.60%
08/13/19,1215000,1232000,1240000,1190000,0.95K,-1.38%
08/14/19,1096000,1217000,1240000,1094000,1.41K,-9.79%
08/15/19,1115000,1096000,1132000,1037000,0.63K,1.73%
08/16/19,1086000,1115000,1123000,1065000,0.57K,-2.60%
08/17/19,1055000,1086000,1086000,1046000,0.32K,-2.85%
08/18/19,1096000,1055000,1116000,1040000,0.59K,3.89%
08/19/19,1100000,1096000,1117000,1083000,0.73K,0.36%
08/20/19,1082000,1100000,1108000,1060000,0.60K,-1.64%
08/21/19,1061000,1082000,1082000,1020000,0.85K,-1.94%
08/22/19,1055000,1061000,1070000,1033000,0.34K,-0.57%
08/23/19,1076000,1055000,1079000,1033000,1.65K,1.99%
08/24/19,1058000,1076000,1077000,1046000,0.70K,-1.67%
08/25/19,1042000,1058000,1071000,1029000,0.65K,-1.51%
08/26/19,1049000,1042000,1074000,1041000,0.45K,0.67%
08/27/19,1051000,1049000,1060000,1035000,0.40K,0.19%
08/28/19,979000,1051000,1051000,955000,0.81K,-6.85%
08/29/19,937000,979000,979000,936000,1.02K,-4.29%
08/30/19,929000,937000,949000,913000,0.86K,-0.85%
08/31/19,925000,929000,938000,911000,0.62K,-0.43%
09/01/19,952000,925000,960000,925000,0.50K,2.92%
09/02/19,960000,952000,967000,937000,0.90K,0.84%
09/03/19,973000,961000,995000,947000,0.84K,1.35%
09/04/19,942000,973000,974000,942000,0.58K,-3.19%
09/05/19,922000,942000,950000,908000,0.98K,-2.12%
09/06/19,927000,922000,950000,917000,0.71K,0.54%
09/07/19,973000,927000,996000,920000,1.54K,4.96%
09/08/19,997000,973000,999000,970000,0.90K,2.47%
09/09/19,990000,997000,1002000,964000,0.76K,-0.70%
09/10/19,1004000,990000,1025000,990000,0.50K,1.41%
09/11/19,990000,1004000,1015000,976000,0.38K,-1.39%
09/12/19,971000,991000,995000,966000,0.73K,-1.92%
09/13/19,970000,971000,983000,958000,0.37K,-0.10%
09/14/19,991000,970000,1002000,965000,0.91K,2.16%
09/15/19,984000,991000,1002000,978000,0.52K,-0.71%
09/16/19,1024000,984000,1027000,984000,0.66K,4.07%
09/17/19,1045000,1024000,1078000,1015000,0.97K,2.05%
09/18/19,1102000,1045000,1122000,1041000,1.29K,5.45%
09/19/19,1086000,1102000,1102000,1030000,0.73K,-1.45%
09/20/19,1064000,1086000,1090000,1033000,0.60K,-2.03%
09/21/19,1037000,1063000,1066000,1032000,0.19K,-2.54%
09/22/19,1026000,1037000,1039000,1010000,0.36K,-1.06%
09/23/19,960000,1026000,1053000,942000,1.32K,-6.43%
09/24/19,800000,960000,966000,800000,1.26K,-16.67%
09/25/19,826000,800000,850000,755000,1.39K,3.25%
09/26/19,795000,826000,827000,740000,0.66K,-3.75%
09/27/19,804000,795000,813000,757000,0.64K,1.13%
09/28/19,795000,804000,811000,779000,0.84K,-1.12%
09/29/19,773000,795000,796000,764000,0.71K,-2.77%
09/30/19,803000,773000,808000,763000,0.92K,3.88%
10/01/19,804000,803000,829000,793000,0.46K,0.12%
10/02/19,806000,801000,816000,799000,0.38K,0.25%
10/03/19,810000,806000,812000,785000,0.63K,0.50%
10/04/19,806000,810000,816000,791000,0.81K,-0.49%
10/05/19,807000,806000,810000,795000,0.50K,0.12%
10/06/19,777000,807000,809000,773000,0.59K,-3.72%
10/07/19,812000,777000,831000,766000,1.13K,4.50%
10/08/19,810000,812000,825000,807000,0.51K,-0.25%
10/09/19,844000,810000,848000,804000,1.04K,4.20%
10/10/19,819000,844000,846000,816000,0.52K,-2.96%
10/11/19,801000,819000,830000,800000,0.80K,-2.20%
10/12/19,800000,800000,808000,798000,0.33K,-0.12%
10/13/19,805000,800000,820000,800000,0.31K,0.63%
10/14/19,816000,807000,818000,801000,0.51K,1.37%
10/15/19,789000,816000,820000,787000,1.26K,-3.31%
10/16/19,758000,789000,799000,750000,0.71K,-3.93%
10/17/19,777000,756000,783000,734000,1.67K,2.51%
10/18/19,759000,777000,779000,751000,0.65K,-2.32%
10/19/19,769000,759000,777000,755000,0.37K,1.32%
10/20/19,775000,769000,781000,758000,0.56K,0.78%
10/21/19,772000,775000,785000,764000,0.56K,-0.39%
10/22/19,765000,772000,782000,763000,0.70K,-0.91%
10/23/19,701000,763000,765000,680000,0.88K,-8.37%
10/24/19,712000,701000,720000,691000,0.48K,1.57%
10/25/19,787000,712000,812000,699000,1.29K,10.53%
10/26/19,781000,787000,850000,753000,1.31K,-0.76%
10/27/19,823000,781000,855000,772000,0.99K,5.38%
